Date,Customer Code,House,Flock,Genetic Line Code,#Birds at arrival,hatch date,Date of arrival,Date of removal,Date of deactivation,Veterinarian,Hatchery,Age (Days),Birds Present (#),Birds thinned (#),Mortality (#),Mortality Cum. (#),Cum. Perc. Mortality (%),Liveability (%),Body Weight (g),Uniformity (%),Daily Gain (g),Avg. Daily Gain (g/d),Feed Intake (kg/house),FCR Cum.,Wheat / Bird Cum.,Wheat / Bird,Wheat / Day,Feed Intake / Bird Housed Cum. (kg),Feed Intake / Bird (g),Wheat (g),FCR,Water (l),Water Intake / Bird (ml),Water Intake / Bird Cum. (l),Water : Feed,Water : Feed Cum.,Comment
2016-10-19,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 103,16 909,, 20,3 591, 17.52, 82.5, 145,, 25, 1,803, 16.7,,,, 1.74, 47.5,, 1.9,1 192.0, 70.5, 3.2, 1.48, 1.55,
2016-10-20,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 7,20 671,, 19, 229, 1.10, 98.9, 175,, 30, 19,830, 1.7,,,, 0.22, 40.2,, 1.3,1 325.0, 64.1, 0.3, 1.60, 1.20,
2016-10-20,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 104,16 890,, 19,3 610, 17.61, 82.4, 175,, 30, 1,830, 13.2,,,, 1.79, 49.1,, 1.6,1 325.0, 78.5, 3.3, 1.60, 1.55,
2016-10-21,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 8,20 663,, 8, 237, 1.13, 98.9, 205,, 30, 20,817, 1.6,,,, 0.26, 39.5,, 1.3,1 504.0, 72.8, 0.3, 1.84, 1.30,
2016-10-21,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 105,16 882,, 8,3 618, 17.65, 82.4, 205,, 30, 2,817, 11.0,,,, 1.83, 48.4,, 1.6,1 504.0, 89.1, 3.4, 1.84, 1.56,
2016-10-22,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 9,20 648,, 15, 252, 1.21, 98.8, 245,, 40, 22,697, 1.5,,,, 0.29, 33.8,, 0.8,1 670.0, 80.9, 0.4, 2.40, 1.42,
2016-10-22,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 106,16 867,, 15,3 633, 17.72, 82.3, 245,, 40, 2,697, 9.0,,,, 1.86, 41.3,, 1.0,1 670.0, 99.0, 3.5, 2.40, 1.57,
2016-10-23,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 10,20 635,, 13, 265, 1.27, 98.7, 285,, 40, 24,"1,158", 1.5,,,, 0.35, 56.1,, 1.4,1 845.0, 89.4, 0.5, 1.59, 1.45,
2016-10-23,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 107,16 854,, 13,3 646, 17.79, 82.2, 285,, 40, 2,"1,158", 7.7,,,, 1.92, 68.7,, 1.7,1 845.0, 109.5, 3.6, 1.59, 1.57,
2016-10-24,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 11,20 620,, 15, 280, 1.34, 98.7, 330,, 45, 26,"1,101", 1.4,,,, 0.40, 53.4,, 1.2,1 963.0, 95.2, 0.6, 1.78, 1.49,
2016-10-24,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 108,16 839,, 15,3 661, 17.86, 82.1, 330,, 45, 3,"1,101", 6.7,,,, 1.97, 65.4,, 1.5,1 963.0, 116.6, 3.7, 1.78, 1.58,
2016-10-25,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 109,16 815,, 24,3 685, 17.98, 82.0, 380,, 50, 3,"1,309", 5.9,,,, 2.03, 77.9,, 1.6,2 044.0, 121.6, 3.8, 1.56, 1.58,
2016-10-25,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 12,20 596,, 24, 304, 1.45, 98.5, 380,, 50, 28,"1,309", 1.4,,,, 0.47, 63.6,, 1.3,2 044.0, 99.2, 0.7, 1.56, 1.50,
2016-10-26,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 110,16 800,, 15,3 700, 18.05, 82.0, 425,, 45, 3,"1,063", 5.3,,,, 2.09, 63.3,, 1.4,2 310.0, 137.5, 3.9, 2.17, 1.59,
2016-10-26,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 13,20 581,, 15, 319, 1.53, 98.5, 425,, 45, 29,"1,063", 1.4,,,, 0.52, 51.7,, 1.1,2 310.0, 112.2, 0.8, 2.17, 1.57,
2016-10-27,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 111,16 787,, 13,3 713, 18.11, 81.9, 475,, 50, 4,"1,346", 4.8,,,, 2.15, 80.2,, 1.6,2 576.0, 153.5, 4.1, 1.91, 1.60,
2016-10-27,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 14,20 568,, 13, 332, 1.59, 98.4, 475,, 50, 31,"1,346", 1.3,,,, 0.58, 65.4,, 1.3,2 576.0, 125.2, 0.9, 1.91, 1.61,
2016-10-28,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 15,20 561,, 7, 339, 1.62, 98.4, 530,, 55, 32,"1,466", 1.3,,,, 0.65, 71.3,, 1.3,2 758.0, 134.1, 1.1, 1.88, 1.64,
2016-10-28,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 112,16 780,, 7,3 720, 18.15, 81.9, 530,, 55, 4,"1,466", 4.4,,,, 2.22, 87.4,, 1.6,2 758.0, 164.4, 4.3, 1.88, 1.61,
2016-10-29,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 113,16 756,, 24,3 744, 18.26, 81.7, 585,, 55, 5,"1,615", 4.1,,,, 2.30, 96.4,, 1.8,2 954.0, 176.3, 4.4, 1.83, 1.62,
2016-10-29,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 16,20 537,, 24, 363, 1.74, 98.3, 585,, 55, 34,"1,615", 1.3,,,, 0.73, 78.6,, 1.4,2 954.0, 143.8, 1.2, 1.83, 1.66,
2016-10-30,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 17,20 519,, 18, 381, 1.82, 98.2, 645,, 60, 35,"1,730", 1.3,,,, 0.81, 84.3,, 1.4,3 519.0, 171.5, 1.4, 2.03, 1.70,
2016-10-30,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 114,16 738,, 18,3 762, 18.35, 81.6, 645,, 60, 5,"1,730", 3.9,,,, 2.39, 103.4,, 1.7,3 519.0, 210.2, 4.6, 2.03, 1.64,
2016-10-31,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 18,20 505,, 14, 395, 1.89, 98.1, 710,, 65, 37,"1,470", 1.3,,,, 0.88, 71.7,, 1.1,3 299.0, 160.9, 1.6, 2.24, 1.74,
2016-10-31,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 115,16 724,, 14,3 776, 18.42, 81.6, 710,, 65, 6,"1,470", 3.6,,,, 2.46, 87.9,, 1.4,3 299.0, 197.3, 4.8, 2.24, 1.65,
2016-11-01,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 19,20 489,, 16, 411, 1.97, 98.0, 775,, 65, 38,"1,221", 1.3,,,, 0.94, 59.6,, 0.9,3 436.0, 167.7, 1.7, 2.81, 1.81,
2016-11-01,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 116,16 708,, 16,3 792, 18.50, 81.5, 775,, 65, 6,"1,221", 3.3,,,, 2.52, 73.1,, 1.1,3 436.0, 205.7, 5.1, 2.81, 1.68,
2016-11-02,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 20,20 477,, 12, 423, 2.02, 98.0, 840,, 65, 40,"1,689", 1.3,,,, 1.02, 82.5,, 1.3,3 900.0, 190.5, 1.9, 2.31, 1.85,
2016-11-02,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 117,16 696,, 12,3 804, 18.56, 81.4, 840,, 65, 7,"1,689", 3.2,,,, 2.60, 101.2,, 1.6,3 900.0, 233.6, 5.3, 2.31, 1.70,
2016-11-03,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 118,16 674,, 22,3 826, 18.66, 81.3, 910,, 70, 7,"1,690", 3.0,,,, 2.68, 101.4,, 1.4,3 877.0, 232.5, 5.5, 2.29, 1.72,
2016-11-03,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 21,20 455,, 22, 445, 2.13, 97.9, 910,, 70, 41,"1,690", 1.3,,,, 1.10, 82.6,, 1.2,3 877.0, 189.5, 2.1, 2.29, 1.88,
2016-11-04,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 119,16 659,, 15,3 841, 18.74, 81.3, 975,, 65, 8,"1,710", 2.9,,,, 2.77, 102.7,, 1.6,3 983.0, 239.1, 5.8, 2.33, 1.74,
2016-11-04,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 22,20 440,, 15, 460, 2.20, 97.8, 975,, 65, 42,"1,710", 1.3,,,, 1.18, 83.7,, 1.3,3 983.0, 194.9, 2.3, 2.33, 1.91,
2016-11-05,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 120,16 648,, 11,3 852, 18.79, 81.2,1 045,, 70, 8,"1,713", 2.8,,,, 2.85, 102.9,, 1.5,4 184.0, 251.3, 6.0, 2.44, 1.76,
2016-11-05,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 23,20 429,, 11, 471, 2.25, 97.7,1 045,, 70, 43,"1,713", 1.3,,,, 1.27, 83.9,, 1.2,4 184.0, 204.8, 2.5, 2.44, 1.95,
2016-11-06,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 121,16 642,, 6,3 858, 18.82, 81.2,1 120,, 75, 9,"1,912", 2.7,,,, 2.94, 114.9,, 1.5,4 300.0, 258.4, 6.3, 2.25, 1.78,
2016-11-06,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 24,20 423,, 6, 477, 2.28, 97.7,1 120,, 75, 45,"1,912", 1.3,,,, 1.36, 93.6,, 1.2,4 300.0, 210.6, 2.7, 2.25, 1.97,
2016-11-07,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 122,16 631,, 11,3 869, 18.87, 81.1,1 195,, 75, 9,"1,900", 2.6,,,, 3.03, 114.2,, 1.5,4 619.0, 277.7, 6.5, 2.43, 1.80,
2016-11-07,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 25,20 412,, 11, 488, 2.33, 97.7,1 195,, 75, 46,"1,900", 1.3,,,, 1.45, 93.1,, 1.2,4 619.0, 226.3, 2.9, 2.43, 2.00,
2016-11-08,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 123,16 616,, 15,3 884, 18.95, 81.1,1 280,, 85, 10,"1,962", 2.5,,,, 3.13, 118.1,, 1.4,4 721.0, 284.1, 6.8, 2.41, 1.82,
2016-11-08,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 26,20 397,, 15, 503, 2.41, 97.6,1 280,, 85, 48,"1,962", 1.2,,,, 1.54, 96.2,, 1.1,4 721.0, 231.5, 3.2, 2.41, 2.02,
2016-11-09,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 27,20 382,, 15, 518, 2.48, 97.5,1 360,, 80, 49,"2,076", 1.2,,,, 1.64, 101.9,, 1.3,4 734.0, 232.3, 3.4, 2.28, 2.04,
2016-11-09,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 124,16 601,, 15,3 899, 19.02, 81.0,1 360,, 80, 11,"2,076", 2.4,,,, 3.23, 125.1,, 1.6,4 734.0, 285.2, 7.1, 2.28, 1.83,
2016-11-10,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 125,16 593,, 8,3 907, 19.06, 80.9,1 440,, 80, 11,"1,930", 2.3,,,, 3.33, 116.3,, 1.5,4 771.0, 287.5, 7.4, 2.47, 1.85,
2016-11-10,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 28,20 374,, 8, 526, 2.52, 97.5,1 440,, 80, 50,"1,930", 1.2,,,, 1.73, 94.7,, 1.2,4 771.0, 234.2, 3.6, 2.47, 2.06,
2016-11-11,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 29,20 359,, 15, 541, 2.59, 97.4,1 525,, 85, 51,"1,618", 1.2,,,, 1.81, 79.5,, 0.9,5 025.0, 246.8, 3.9, 3.11, 2.11,
2016-11-11,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 126,16 578,, 15,3 922, 19.13, 80.9,1 525,, 85, 12,"1,618", 2.2,,,, 3.40, 97.6,, 1.1,5 025.0, 303.1, 7.7, 3.11, 1.88,
2016-11-12,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 30,20 337,, 22, 563, 2.69, 97.3,1 610,, 85, 52,"1,656", 1.2,,,, 1.89, 81.4,, 1.0,5 075.0, 249.6, 4.1, 3.06, 2.15,
2016-11-12,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 127,16 556,, 22,3 944, 19.24, 80.8,1 610,, 85, 12,"1,656", 2.2,,,, 3.49, 100.0,, 1.2,5 075.0, 306.5, 8.0, 3.06, 1.91,
2016-11-13,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 31,20 320,, 17, 580, 2.78, 97.2,1 695,, 85, 53,"1,655", 1.2,,,, 1.97, 81.5,, 1.0,4 980.0, 245.1, 4.4, 3.01, 2.18,
2016-11-13,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 128,16 539,, 17,3 961, 19.32, 80.7,1 695,, 85, 13,"1,655", 2.1,,,, 3.57, 100.1,, 1.2,4 980.0, 301.1, 8.3, 3.01, 1.93,
2016-11-14,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 32,20 298,, 22, 602, 2.88, 97.1,1 780,, 85, 54,"1,520", 1.2,,,, 2.04, 74.9,, 0.9,4 825.0, 237.7, 4.6, 3.17, 2.22,
2016-11-14,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 129,16 517,, 22,3 983, 19.43, 80.6,1 780,, 85, 13,"1,520", 2.0,,,, 3.64, 92.0,, 1.1,4 825.0, 292.1, 8.6, 3.17, 1.96,
2016-11-15,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 130,16 503,, 14,3 997, 19.50, 80.5,2 000,, 220, 15,"1,117", 1.8,,,, 3.69, 67.7,, 0.3,3 588.0, 217.4, 8.8, 3.21, 1.98,
2016-11-15,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 33,20 284,, 14, 616, 2.95, 97.1,2 000,, 220, 59,"1,117", 1.1,,,, 2.10, 55.1,, 0.3,3 588.0, 176.9, 4.8, 3.21, 2.24,
2016-11-16,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 34,20 269,, 15, 631, 3.02, 97.0,2 090,, 90, 60,"1,289", 1.0,,,, 2.16, 63.6,, 0.7,3 688.0, 182.0, 5.0, 2.86, 2.26,
2016-11-16,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 131,16 488,, 15,4 012, 19.57, 80.4,2 090,, 90, 16,"1,289", 1.8,,,, 3.76, 78.2,, 0.9,3 688.0, 223.7, 9.0, 2.86, 1.99,
2016-11-17,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 132,16 471,, 17,4 029, 19.65, 80.3,2 100,, 10, 16,"1,251", 1.8,,,, 3.82, 76.0,, 7.6,3 747.0, 227.5, 9.3, 3.00, 2.01,
2016-11-17,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 35,20 252,, 17, 648, 3.10, 96.9,2 100,, 10, 59,"1,251", 1.1,,,, 2.22, 61.8,, 6.2,3 747.0, 185.0, 5.2, 3.00, 2.28,
2016-11-18,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 133,16 458,, 13,4 042, 19.72, 80.3,2 270,, 170, 17,"1,288", 1.7,,,, 3.88, 78.3,, 0.5,3 765.0, 228.8, 9.5, 2.92, 2.03,
2016-11-18,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 36,20 239,, 13, 661, 3.16, 96.8,2 270,, 170, 62,"1,288", 1.0,,,, 2.28, 63.6,, 0.4,3 765.0, 186.0, 5.3, 2.92, 2.30,
2016-11-19,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 134,16 445,, 13,4 055, 19.78, 80.2,2 365,, 95, 17,"1,291", 1.6,,,, 3.94, 78.5,, 0.8,3 791.0, 230.5, 9.7, 2.94, 2.04,
2016-11-19,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 37,20 226,, 13, 674, 3.22, 96.8,2 365,, 95, 63,"1,291", 1.0,,,, 2.34, 63.8,, 0.7,3 791.0, 187.4, 5.5, 2.94, 2.32,
2016-11-20,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 38,20 210,, 16, 690, 3.30, 96.7,2 460,, 95, 64,"1,345", 1.0,,,, 2.40, 66.6,, 0.7,3 874.0, 191.7, 5.7, 2.88, 2.33,
2016-11-20,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 135,16 429,, 16,4 071, 19.86, 80.1,2 460,, 95, 18,"1,345", 1.6,,,, 4.01, 81.9,, 0.9,3 874.0, 235.8, 10.0, 2.88, 2.05,
2016-11-21,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 136,16 415,, 14,4 085, 19.93, 80.1,2 560,, 100, 19,"1,366", 1.6,,,, 4.08, 83.2,, 0.8,4 008.0, 244.2, 10.2, 2.93, 2.07,
2016-11-21,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 39,20 196,, 14, 704, 3.37, 96.6,2 560,, 100, 64,"1,366", 1.0,,,, 2.47, 67.6,, 0.7,4 008.0, 198.5, 5.9, 2.93, 2.35,
2016-11-22,A, 1,2016-10,AA,20 900,2016-10-13,2016-10-13,,2016-11-24,,, 40,20 186,, 10, 714, 3.42, 96.6,2 660,, 100, 65,,,,,, 2.47,,,,,, 5.9,,,
2016-11-22,A, 1,2016-07,AA,20 500,2016-07-08,2016-07-08,,2016-10-10,,A, 137,16 405,, 10,4 095, 19.98, 80.0,2 660,, 100, 19,,,,,, 4.08,,,,,, 10.2,,,
2016-12-15,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 0,20 499,, 1, 1, 0.00, 100.0, 46,, 0, 0,,,,,, 0.00,,,, 80.0, 3.9, 0.0,,,
2016-12-16,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 1,20 470,, 29, 30, 0.15, 99.9, 50,, 4, 4,,,,,, 0.00,,,, 240.0, 11.7, 0.0,,,
2016-12-17,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 2,20 396,, 74, 104, 0.51, 99.5, 60,, 10, 7,314, 1.1,,,, 0.02, 15.4,, 1.5, 600.0, 29.4, 0.0, 1.91, 2.92,
2016-12-18,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 3,20 341,, 55, 159, 0.78, 99.2, 80,, 20, 11,210, 0.8,,,, 0.03, 10.3,, 0.5, 680.0, 33.4, 0.1, 3.24, 3.05,
2016-12-19,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 4,20 255,, 86, 245, 1.20, 98.8, 100,, 20, 14,383, 0.8,,,, 0.04, 18.9,, 0.9, 760.0, 37.5, 0.1, 1.98, 2.60,
2016-12-20,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 5,20 210,, 45, 290, 1.41, 98.6, 120,, 20, 15,806, 1.1,,,, 0.08, 39.9,, 2.0, 840.0, 41.6, 0.2, 1.04, 1.86,
2016-12-21,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 6,20 144,, 66, 356, 1.74, 98.3, 145,, 25, 17,360, 1.0,,,, 0.10, 17.9,, 0.7,1 000.0, 49.6, 0.2, 2.78, 2.02,
2016-12-22,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 7,20 122,, 22, 378, 1.84, 98.2, 175,, 30, 18,838, 1.1,,,, 0.14, 41.7,, 1.4,1 100.0, 54.7, 0.3, 1.31, 1.82,
2016-12-23,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 8,20 106,, 16, 394, 1.92, 98.1, 205,, 30, 20,757, 1.1,,,, 0.18, 37.7,, 1.3,1 461.0, 72.7, 0.3, 1.93, 1.84,
2016-12-24,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 9,20 095,, 11, 405, 1.98, 98.0, 240,, 35, 22,951, 1.2,,,, 0.23, 47.3,, 1.4,1 629.0, 81.1, 0.4, 1.71, 1.81,
2016-12-25,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 10,20 086,, 9, 414, 2.02, 98.0, 280,, 40, 23,"1,055", 1.2,,,, 0.28, 52.5,, 1.3,1 861.0, 92.7, 0.5, 1.76, 1.81,
2016-12-26,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 11,20 067,, 19, 433, 2.11, 97.9, 330,, 50, 26,"1,265", 1.2,,,, 0.34, 63.0,, 1.3,2 026.0, 101.0, 0.6, 1.60, 1.77,
2016-12-27,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 12,20 039,, 28, 461, 2.25, 97.8, 370,, 40, 27,"1,159", 1.2,,,, 0.40, 57.8,, 1.4,2 340.0, 116.8, 0.7, 2.02, 1.80,
2016-12-28,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 13,20 027,, 12, 473, 2.31, 97.7, 425,, 55, 29,956, 1.2,,,, 0.44, 47.7,, 0.9,2 400.0, 119.8, 0.8, 2.51, 1.88,
2016-12-29,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 14,20 011,, 16, 489, 2.39, 97.6, 475,, 50, 31,"1,350", 1.2,,,, 0.51, 67.5,, 1.3,2 589.0, 129.4, 1.0, 1.92, 1.88,
2016-12-30,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 15,19 987,, 24, 513, 2.50, 97.5, 530,, 55, 32,"1,491", 1.2,,,, 0.58, 74.6,, 1.4,2 943.0, 147.3, 1.1, 1.97, 1.90,
2016-12-31,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 16,19 972,, 15, 528, 2.58, 97.4, 585,, 55, 34,"1,578", 1.2,,,, 0.66, 79.0,, 1.4,3 020.0, 151.2, 1.3, 1.91, 1.90,
2017-01-01,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 17,19 958,, 14, 542, 2.64, 97.4, 645,, 60, 35,"1,669", 1.2,,,, 0.74, 83.6,, 1.4,3 494.0, 175.1, 1.4, 2.09, 1.92,
2017-01-02,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 18,19 933,, 25, 567, 2.77, 97.2, 705,, 60, 37,"1,014", 1.2,,,, 0.79, 50.9,, 0.8,3 496.0, 175.4, 1.6, 3.45, 2.02,
2017-01-03,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 19,19 915,, 18, 585, 2.85, 97.1, 770,, 65, 38,"1,672", 1.2,,,, 0.87, 84.0,, 1.3,3 635.0, 182.5, 1.8, 2.17, 2.03,
2017-01-04,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 20,19 903,, 12, 597, 2.91, 97.1, 835,, 65, 39,"1,643", 1.2,,,, 0.95, 82.6,, 1.3,3 672.0, 184.5, 2.0, 2.23, 2.05,
2017-01-05,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 21,19 897,, 6, 603, 2.94, 97.1, 895,, 60, 40,"1,784", 1.2,,,, 1.04, 89.7,, 1.5,3 906.0, 196.3, 2.2, 2.19, 2.06,
2017-01-06,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 22,19 887,, 10, 613, 2.99, 97.0, 970,, 75, 42,"1,789", 1.2,,,, 1.12, 90.0,, 1.2,4 066.0, 204.5, 2.4, 2.27, 2.08,
2017-01-07,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 23,19 876,, 11, 624, 3.04, 97.0,1 040,, 70, 43,"1,786", 1.2,,,, 1.21, 89.9,, 1.3,4 222.0, 212.4, 2.6, 2.36, 2.10,
2017-01-08,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 24,19 868,, 8, 632, 3.08, 96.9,1 110,, 70, 44,"1,722", 1.2,,,, 1.30, 86.7,, 1.2,4 076.0, 205.2, 2.8, 2.37, 2.11,
2017-01-09,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 25,19 856,, 12, 644, 3.14, 96.9,1 195,, 85, 46,"1,404", 1.2,,,, 1.36, 70.7,, 0.8,4 207.0, 211.9, 3.0, 3.00, 2.16,
2017-01-10,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 26,19 829,, 27, 671, 3.27, 96.7,1 265,, 70, 47,"1,367", 1.2,,,, 1.43, 68.9,, 1.0,4 132.0, 208.4, 3.2, 3.02, 2.20,
2017-01-11,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 27,19 819,, 10, 681, 3.32, 96.7,1 345,, 80, 48,"1,501", 1.1,,,, 1.50, 75.7,, 0.9,4 634.0, 233.8, 3.5, 3.09, 2.24,
2017-01-12,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 28,19 811,, 8, 689, 3.36, 96.6,1 435,, 90, 50,"1,600", 1.1,,,, 1.58, 80.8,, 0.9,4 816.0, 243.1, 3.7, 3.01, 2.28,
2017-01-13,A, 1,2016-12,AA,20 500,2016-12-15,2016-12-15,,2017-01-26,,B, 29,19 801,, 10, 699, 3.41, 96.6,1 525,, 90, 51,"1,610", 1.1,,,, 1.66, 81.3,, 0.9,4 774.0, 241.1, 3.9, 2.97, 2.31,
